k;q;time
1;0.92592;188552
2;0.928787;191529
3;0.924785;191304
4;0.92467;195650
5;0.922674;192891
6;0.922417;195610
7;0.917294;195863
8;0.920883;196857
9;0.922679;199234
10;0.914999;198326
11;0.911274;200497
12;0.918112;198176
13;0.914327;202850
14;0.906916;202697
15;0.901569;202552
