k;q;time
5;0.789068;7166.67
6;0.8026;7599
7;0.804003;8483.67
8;0.804662;9430
9;0.804582;10577
10;0.804859;11784.7
11;0.803883;12640
12;0.804854;13692.7
13;0.804312;14840
14;0.803912;16267
15;0.803851;16958
16;0.802852;18171.3
17;0.802785;19501.3
18;0.799564;20686
19;0.802132;21239.7
20;0.800205;22866.7
21;0.799174;23385.3
22;0.799161;23904
23;0.798317;24100.7
24;0.794515;23125.3
