k;q;time
1;0.380588;0.0599401
2;0.393162;0.0689311
3;0.394888;0.0829171
4;0.394231;0.0769231
5;0.393655;0.0799201
6;0.393655;0.0829171
7;0.389464;0.0829171
8;0.386834;0.0839161
9;0.386341;0.0929071
10;0.386341;0.0989011
11;0.381328;0.0979021
12;0.381328;0.0969031
13;0.380671;0.0959041
14;0.380671;0.100899
15;0.380671;0.101898
16;0.380671;0.103896
17;0.380671;0.104895
18;0.380671;0.0949051
19;0.380671;0.102897
20;0.380671;0.102897
