1 1 0
1 2 1
1 3 0.738189753487149
1 4 0
1 5 0.542074436997152
1 6 0
1 7 1
1 8 1
2 1 1
2 2 0.944483371961409
2 3 1
2 4 1
2 5 0.86663267717025
2 6 0
2 7 0.7614160322299
2 8 0.7614160322299
3 1 0.833650190114068
3 2 0.734544278553333
3 3 0.986840950960613
3 4 0.624542237456999
3 5 1
3 6 0.826622866127585
3 7 0.518619506441385
3 8 0.518619506441385
4 1 0.938672881148045
4 2 0.366948741443432
4 3 0.94654136327748
4 4 0.444828053908091
4 5 0.955233346183021
4 6 0.358083445642411
4 7 0.309906404620026
4 8 0.309906404620026
5 1 0.94327241506194
5 2 0.541044575001348
5 3 0.955039915782087
5 4 0.651360649067211
5 5 0.912642849148809
5 6 0.963850516621744
5 7 0.60976394356704
5 8 0.60976394356704
6 1 0.943527944723822
6 2 0.537002102085917
6 3 0.958603824896924
6 4 0.695749744146187
6 5 0.915440765012371
6 6 1
6 7 0.525129823378932
6 8 0.525129823378932
7 1 0.943783474385707
7 2 0.537271600280278
7 3 0.958055531186948
7 4 0.727192019827128
7 5 0.924456271683847
7 6 0.986312331536388
7 7 0.610529863206752
7 8 0.610529863206752
8 1 0.944294533709474
8 2 0.577965827628955
8 3 0.97697166418107
8 4 0.678795575886858
8 5 0.917616921795142
8 6 0.479517632524712
8 7 0.560745086625512
8 8 0.560745086625512
9 1 0.936628643852978
9 2 0.589554249986526
9 3 0.967924817966488
9 4 0.714861715638525
9 5 0.902072944775355
9 6 0
9 7 0.582956756177144
9 8 0.582956756177144
10 1 0.936628643852978
10 2 0.589554249986526
10 3 0.967924817966488
10 4 0.714861715638525
10 5 0.902072944775355
10 6 0
10 7 0.582956756177144
10 8 0.582956756177144
